gene_id,variant_id,molecular_profile_id,evidence_id
3.0,10.0,10,41.0
3.0,10.0,10,11147.0
3.0,825.0,803,1905.0
3.0,4410.0,4338,11146.0
3.0,4411.0,4339,11148.0
3.0,4471.0,4441,11297.0
3.0,4471.0,4444,11296.0
3.0,4472.0,4444,11296.0
3.0,4473.0,4444,11296.0
4.0,2.0,2,6195.0
4.0,2.0,2,6284.0
4.0,2.0,2,11225.0
4.0,2.0,2,11226.0
4.0,2.0,4373,234.0
4.0,2.0,4373,235.0
4.0,2.0,4373,639.0
4.0,2.0,4373,1390.0
4.0,2.0,4373,2667.0
4.0,2.0,4373,2668.0
4.0,2.0,4373,2669.0
4.0,2.0,4373,2670.0
4.0,2.0,4373,2671.0
4.0,2.0,4373,2672.0
4.0,2.0,4373,2673.0
4.0,2.0,4373,4361.0
4.0,2.0,4373,4362.0
4.0,2.0,4373,4363.0
4.0,2.0,4373,4364.0
4.0,2.0,4373,4365.0
4.0,2.0,4373,4366.0
4.0,2.0,4373,4367.0
4.0,2.0,4373,4368.0
4.0,2.0,4373,4369.0
4.0,2.0,4373,4370.0
4.0,2.0,4373,4371.0
4.0,2.0,4373,4372.0
4.0,2.0,4373,4373.0
4.0,2.0,4373,4374.0
4.0,2.0,4373,4375.0
4.0,2.0,4373,4376.0
4.0,2.0,4373,4377.0
4.0,2.0,4373,4378.0
4.0,2.0,4373,6192.0
4.0,2.0,4373,6196.0
4.0,2.0,4373,6197.0
4.0,2.0,4373,6224.0
4.0,2.0,4373,6234.0
4.0,2.0,4373,6235.0
4.0,2.0,4373,6285.0
4.0,2.0,4373,6990.0
4.0,2.0,4373,7038.0
4.0,2.0,4373,7777.0
4.0,2.0,4373,7778.0
4.0,2.0,4373,7779.0
4.0,2.0,4373,7780.0
4.0,2.0,4373,8044.0
4.0,2.0,4373,11236.0
4.0,2.0,5363,12308.0
4.0,2.0,5365,12309.0
4.0,2.0,5370,12312.0
4.0,2.0,5373,12315.0
4.0,2.0,5374,12316.0
4.0,2.0,5375,12317.0
4.0,3.0,3,6283.0
4.0,3.0,3,7032.0
4.0,3.0,4431,233.0
4.0,3.0,4431,2659.0
4.0,3.0,4431,2660.0
4.0,3.0,4431,2661.0
4.0,3.0,4431,2662.0
4.0,3.0,4431,4346.0
4.0,3.0,4431,4347.0
4.0,3.0,4431,4348.0
4.0,3.0,4431,4349.0
4.0,3.0,4431,4350.0
4.0,3.0,4431,4351.0
4.0,3.0,4431,4352.0
4.0,3.0,4431,4353.0
4.0,3.0,4431,4354.0
4.0,3.0,4431,4355.0
4.0,3.0,4431,4718.0
4.0,3.0,4431,6193.0
4.0,3.0,4431,6194.0
4.0,3.0,4431,6214.0
4.0,3.0,4431,6232.0
4.0,3.0,4431,6282.0
4.0,3.0,4431,6991.0
4.0,3.0,4431,7039.0
4.0,3.0,4729,7781.0
4.0,1023.0,4555,2645.0
4.0,1023.0,4555,2646.0
4.0,1023.0,4555,2647.0
4.0,1023.0,4555,2648.0
4.0,1023.0,4555,2649.0
4.0,1023.0,4555,4312.0
4.0,1023.0,4555,4313.0
4.0,1023.0,4555,4314.0
4.0,1023.0,4555,4315.0
4.0,1023.0,4555,4316.0
4.0,1023.0,4555,4317.0
4.0,1023.0,4555,4318.0
4.0,1023.0,4555,4319.0
4.0,1023.0,4555,4320.0
4.0,1023.0,4555,4321.0
4.0,1023.0,4555,6244.0
4.0,1023.0,4555,6267.0
4.0,1023.0,4555,6993.0
4.0,1023.0,4555,7041.0
4.0,1023.0,4555,7853.0
4.0,1023.0,4555,9083.0
4.0,1023.0,5363,12308.0
4.0,1028.0,4376,637.0
4.0,1028.0,4376,638.0
4.0,1028.0,4376,2674.0
4.0,1028.0,4376,2675.0
4.0,1028.0,4376,2676.0
4.0,1028.0,4376,2677.0
4.0,1028.0,4376,2680.0
4.0,1028.0,4376,4380.0
4.0,1028.0,4376,4381.0
4.0,1028.0,4376,4382.0
4.0,1028.0,4376,4383.0
4.0,1028.0,4376,4384.0
4.0,1028.0,4376,4385.0
4.0,1028.0,4376,4390.0
4.0,1028.0,4376,4391.0
4.0,1028.0,4376,6215.0
4.0,1028.0,4376,6252.0
4.0,1028.0,4376,6270.0
4.0,1028.0,4376,6309.0
4.0,1028.0,4376,6978.0
4.0,1028.0,4376,7030.0
4.0,1028.0,4376,7045.0
4.0,1028.0,4376,7839.0
4.0,1028.0,4376,8509.0
4.0,1028.0,4380,4386.0
4.0,1028.0,5378,12320.0
4.0,1029.0,4556,2682.0
4.0,1029.0,4556,2683.0
4.0,1029.0,4556,2684.0
4.0,1029.0,4556,2685.0
4.0,1029.0,4556,2686.0
4.0,1029.0,4556,4392.0
4.0,1029.0,4556,4393.0
4.0,1029.0,4556,4394.0
4.0,1029.0,4556,4395.0
4.0,1029.0,4556,4396.0
4.0,1029.0,4556,4397.0
4.0,1029.0,4556,4398.0
4.0,1029.0,4556,4399.0
4.0,1029.0,4556,6254.0
4.0,1029.0,4556,6989.0
4.0,1029.0,4556,7037.0
4.0,1029.0,4556,7505.0
4.0,1029.0,4556,7769.0
4.0,1029.0,4556,7827.0
4.0,1029.0,4556,7841.0
4.0,1029.0,5376,12318.0
4.0,1183.0,4745,2853.0
4.0,1183.0,4745,4474.0
4.0,1230.0,1204,6276.0
4.0,1230.0,4885,2861.0
4.0,1230.0,4885,4525.0
4.0,1230.0,4885,4526.0
4.0,1230.0,4885,4527.0
4.0,1230.0,4885,4528.0
4.0,1230.0,4885,7824.0
4.0,1232.0,4886,2863.0
4.0,1232.0,4886,4552.0
4.0,1232.0,4886,4553.0
4.0,1232.0,4886,6981.0
4.0,1233.0,4872,2864.0
4.0,1233.0,4872,4560.0
4.0,1233.0,4872,4561.0
4.0,1488.0,4887,4406.0
4.0,1488.0,4887,4407.0
4.0,1488.0,4887,4408.0
4.0,1494.0,,
4.0,1495.0,1403,4435.0
4.0,1495.0,4903,7948.0
4.0,1496.0,1404,4437.0
4.0,1506.0,1414,4475.0
4.0,1506.0,1414,4476.0
4.0,1507.0,1415,6248.0
4.0,1507.0,4374,4477.0
4.0,1507.0,4374,4478.0
4.0,1507.0,4374,4479.0
4.0,1508.0,4877,4434.0
4.0,1508.0,4877,4485.0
4.0,1508.0,4877,7826.0
4.0,1508.0,4888,7943.0
4.0,1509.0,4832,4486.0
4.0,1524.0,4889,4534.0
4.0,1525.0,1433,4536.0
4.0,1525.0,4380,4386.0
4.0,1525.0,4381,4535.0
4.0,1525.0,4381,6208.0
4.0,1525.0,4381,6253.0
4.0,1525.0,4381,7843.0
4.0,1525.0,4381,7845.0
4.0,1526.0,4743,4542.0
4.0,1526.0,4743,4543.0
4.0,1526.0,4743,4544.0
4.0,1526.0,4743,7772.0
4.0,1527.0,4901,4545.0
4.0,1527.0,4901,6983.0
4.0,1528.0,4835,4546.0
4.0,1528.0,4835,4547.0
4.0,1528.0,4835,4548.0
4.0,1528.0,4835,6238.0
4.0,1529.0,4897,4549.0
4.0,1529.0,4897,4550.0
4.0,1530.0,4884,4551.0
4.0,1531.0,4873,4379.0
4.0,1531.0,4873,4554.0
4.0,1531.0,4873,4555.0
4.0,1531.0,4873,4556.0
4.0,1531.0,4873,4557.0
4.0,1531.0,4873,4558.0
4.0,1531.0,4873,6240.0
4.0,1531.0,4873,7770.0
4.0,1531.0,4873,7846.0
4.0,1531.0,4873,7847.0
4.0,1531.0,4873,9084.0
4.0,1533.0,4874,4562.0
4.0,1534.0,4828,4563.0
4.0,1534.0,4828,4564.0
4.0,1535.0,4830,4565.0
4.0,1535.0,4830,4566.0
4.0,1536.0,4829,4567.0
4.0,1536.0,4829,6980.0
4.0,1537.0,4899,4568.0
4.0,1538.0,1446,4569.0
4.0,1538.0,1446,4570.0
4.0,1538.0,1446,4573.0
4.0,1595.0,1503,4687.0
4.0,1596.0,1504,4688.0
4.0,1597.0,1505,4689.0
4.0,1598.0,1506,4690.0
4.0,1599.0,1507,4691.0
4.0,1600.0,4900,4693.0
4.0,1601.0,1509,4694.0
4.0,1602.0,1510,4695.0
4.0,1603.0,1511,4696.0
4.0,1604.0,1512,4697.0
4.0,1604.0,5241,7946.0
4.0,1605.0,1513,4698.0
4.0,1606.0,1514,4699.0
4.0,1607.0,4557,4700.0
4.0,1608.0,4558,4701.0
4.0,1609.0,1517,4704.0
4.0,1609.0,5238,4702.0
4.0,1609.0,5238,4703.0
4.0,1609.0,5238,4705.0
4.0,1609.0,5238,6257.0
4.0,1609.0,5238,7033.0
4.0,1610.0,1518,4707.0
4.0,1610.0,4890,7950.0
4.0,1611.0,1519,4708.0
4.0,1613.0,1521,8089.0
4.0,1613.0,4902,2679.0
4.0,1613.0,4902,4712.0
4.0,1613.0,4902,4713.0
4.0,1614.0,1522,4714.0
4.0,1615.0,1523,4715.0
4.0,1616.0,1524,4716.0
4.0,1617.0,1525,4717.0
4.0,1618.0,4746,7942.0
4.0,1619.0,1527,4719.0
4.0,1620.0,1528,4720.0
4.0,1621.0,1529,4721.0
4.0,1621.0,1529,4722.0
4.0,1622.0,1530,4723.0
4.0,1623.0,1531,4724.0
4.0,1624.0,1532,4725.0
4.0,1625.0,4837,4726.0
4.0,1625.0,4837,6217.0
4.0,1625.0,4837,6251.0
4.0,1639.0,1547,4768.0
4.0,1639.0,1547,6977.0
4.0,1640.0,4898,4769.0
4.0,1640.0,4898,6979.0
4.0,1656.0,1564,4787.0
4.0,1656.0,1564,6376.0
4.0,1657.0,1565,4788.0
4.0,2340.0,4875,6210.0
4.0,2340.0,4875,6243.0
4.0,2340.0,4875,7776.0
4.0,2340.0,4876,7775.0
4.0,2343.0,4839,6218.0
4.0,2359.0,4836,6250.0
4.0,2370.0,4833,6310.0
4.0,2370.0,4833,7031.0
4.0,2370.0,4833,7046.0
4.0,2370.0,4833,8092.0
4.0,2371.0,2244,6311.0
4.0,2371.0,2244,6335.0
4.0,2371.0,2244,6342.0
4.0,2371.0,2244,6996.0
4.0,2371.0,4496,11339.0
4.0,2371.0,5188,11289.0
4.0,2371.0,5188,11342.0
4.0,2375.0,2248,6336.0
4.0,2375.0,2248,6997.0
4.0,2375.0,2248,8094.0
4.0,2375.0,4496,11339.0
4.0,2376.0,2249,6337.0
4.0,2376.0,2249,6998.0
4.0,2376.0,4496,11339.0
4.0,2885.0,4951,7766.0
4.0,2887.0,4744,7773.0
4.0,2888.0,4838,7774.0
4.0,2901.0,4834,4711.0
4.0,2901.0,4834,7822.0
4.0,2951.0,4891,7945.0
4.0,3009.0,2878,8093.0
4.0,3010.0,2879,8107.0
4.0,3010.0,2879,10734.0
4.0,4218.0,4553,2663.0
4.0,4218.0,4553,2666.0
4.0,4218.0,4553,4356.0
4.0,4218.0,4553,4357.0
4.0,4218.0,4553,4358.0
4.0,4218.0,4553,4359.0
4.0,4218.0,4553,4360.0
4.0,4218.0,4553,6246.0
4.0,4529.0,4550,2654.0
4.0,4529.0,4550,4329.0
4.0,4529.0,4550,4330.0
4.0,4529.0,4550,4331.0
4.0,4529.0,4550,4332.0
4.0,4529.0,4550,4333.0
4.0,4529.0,4550,4334.0
4.0,4529.0,4550,4335.0
4.0,4529.0,4550,4336.0
4.0,4529.0,4550,4337.0
4.0,4529.0,4550,4338.0
4.0,4529.0,4550,6200.0
4.0,4529.0,4550,6237.0
4.0,4529.0,4550,6992.0
4.0,4529.0,4550,7040.0
4.0,4529.0,4550,7947.0
4.0,4529.0,4550,7949.0
4.0,4529.0,5365,12309.0
4.0,4529.0,5371,12313.0
4.0,4530.0,4552,11341.0
4.0,4597.0,4662,2636.0
4.0,4597.0,4662,2638.0
4.0,4597.0,4662,2639.0
4.0,4597.0,4662,2640.0
4.0,4597.0,4662,4302.0
4.0,4597.0,4662,4303.0
4.0,4597.0,4662,4304.0
4.0,4597.0,4662,4305.0
4.0,4597.0,4662,4306.0
4.0,4597.0,4662,4307.0
4.0,4597.0,4662,4308.0
4.0,4597.0,4662,4387.0
4.0,4597.0,4662,6242.0
4.0,4597.0,4662,6994.0
4.0,4597.0,4662,7042.0
4.0,4597.0,4662,7771.0
4.0,4597.0,4662,7825.0
4.0,4597.0,4662,7850.0
4.0,4597.0,4888,7943.0
4.0,4597.0,5373,12315.0
4.0,4598.0,4664,2167.0
4.0,4598.0,4664,2168.0
4.0,4598.0,4664,2169.0
4.0,4598.0,4664,2170.0
4.0,4598.0,4664,3814.0
4.0,4598.0,4664,3815.0
4.0,4598.0,4664,3816.0
4.0,4598.0,4664,3817.0
4.0,4598.0,4664,3818.0
4.0,4598.0,4664,3819.0
4.0,4598.0,4664,3820.0
4.0,4598.0,4664,3821.0
4.0,4598.0,4664,3822.0
4.0,4598.0,4664,6256.0
4.0,4598.0,4664,6970.0
4.0,4598.0,4664,6995.0
4.0,4598.0,4664,7043.0
4.0,4598.0,4664,8002.0
4.0,4598.0,5374,12316.0
4.0,4598.0,5377,12319.0
4.0,4598.0,5378,12320.0
4.0,4606.0,4673,2656.0
4.0,4606.0,4673,2850.0
4.0,4606.0,4673,2851.0
4.0,4606.0,4673,4441.0
4.0,4606.0,4673,4442.0
4.0,4606.0,4673,4443.0
4.0,4606.0,4673,4444.0
4.0,4606.0,4673,4445.0
4.0,4606.0,4673,4446.0
4.0,4606.0,4673,4447.0
4.0,4606.0,4673,4448.0
4.0,4606.0,4673,4449.0
4.0,4606.0,4673,4450.0
4.0,4606.0,4673,4451.0
4.0,4606.0,4673,6971.0
4.0,4606.0,4673,6986.0
4.0,4606.0,4673,7245.0
4.0,4606.0,5370,12312.0
4.0,4606.0,5371,12313.0
4.0,4606.0,5372,12314.0
4.0,4607.0,4675,4529.0
4.0,4607.0,4675,4530.0
4.0,4607.0,4675,4531.0
4.0,4607.0,4675,4532.0
4.0,4607.0,4675,4533.0
4.0,4607.0,4675,6984.0
4.0,4607.0,4876,7775.0
4.0,4609.0,4678,2664.0
4.0,4609.0,4678,4400.0
4.0,4609.0,4678,4401.0
4.0,4609.0,4678,4402.0
4.0,4609.0,4678,4403.0
4.0,4609.0,4678,4404.0
4.0,4609.0,4678,4405.0
4.0,4609.0,4678,6255.0
4.0,4609.0,4678,7036.0
4.0,4609.0,4678,8090.0
4.0,4610.0,4680,2854.0
4.0,4610.0,4680,4480.0
4.0,4610.0,4680,4481.0
4.0,4610.0,4680,4482.0
4.0,4610.0,4680,4483.0
4.0,4610.0,4680,4484.0
4.0,4610.0,4680,6233.0
4.0,4610.0,4680,6239.0
4.0,4610.0,4680,6985.0
4.0,4610.0,4680,7035.0
4.0,4611.0,4683,2687.0
4.0,4611.0,4683,2688.0
4.0,4611.0,4683,2689.0
4.0,4611.0,4683,4409.0
4.0,4611.0,4683,4410.0
4.0,4611.0,4683,4411.0
4.0,4611.0,4683,4412.0
4.0,4611.0,4683,4413.0
4.0,4611.0,4683,4414.0
4.0,4611.0,4683,4415.0
4.0,4611.0,4683,4416.0
4.0,4611.0,4683,4417.0
4.0,4611.0,4683,6258.0
4.0,4611.0,4683,6988.0
4.0,4611.0,4683,7823.0
4.0,4611.0,5375,12317.0
4.0,4632.0,4714,2641.0
4.0,4632.0,4714,2642.0
4.0,4632.0,4714,2644.0
4.0,4632.0,4714,4309.0
4.0,4632.0,4714,4310.0
4.0,4632.0,4714,4311.0
4.0,4632.0,4714,6236.0
4.0,4632.0,4714,6308.0
4.0,4632.0,4714,7029.0
4.0,4632.0,4714,7044.0
4.0,4634.0,4719,2650.0
4.0,4634.0,4719,2651.0
4.0,4634.0,4719,2652.0
4.0,4634.0,4719,2653.0
4.0,4634.0,4719,4322.0
4.0,4634.0,4719,4323.0
4.0,4634.0,4719,4324.0
4.0,4634.0,4719,4325.0
4.0,4634.0,4719,4326.0
4.0,4634.0,4719,4327.0
4.0,4634.0,4719,4328.0
4.0,4634.0,4719,6219.0
4.0,4634.0,4719,6245.0
4.0,4634.0,4719,6274.0
4.0,4634.0,4719,7506.0
4.0,4634.0,4719,7507.0
4.0,4634.0,4719,7849.0
4.0,4635.0,4721,2829.0
4.0,4635.0,4721,4438.0
4.0,4635.0,4721,4439.0
4.0,4635.0,4721,4440.0
4.0,4635.0,4721,4571.0
4.0,4635.0,4721,6987.0
4.0,4635.0,4721,8091.0
4.0,4636.0,4723,4709.0
4.0,4636.0,4723,4710.0
4.0,4636.0,4723,7034.0
4.0,4637.0,4725,4692.0
4.0,4637.0,4725,7820.0
4.0,4638.0,4727,4559.0
4.0,4639.0,4729,7781.0
4.0,4639.0,4730,2862.0
4.0,4639.0,4730,4537.0
4.0,4639.0,4730,4538.0
4.0,4639.0,4730,4539.0
4.0,4639.0,4730,4540.0
4.0,4639.0,4730,4541.0
4.0,4639.0,4730,6216.0
4.0,4639.0,4730,6241.0
4.0,4639.0,4730,6247.0
4.0,4639.0,4730,6982.0
4.0,4639.0,4730,7767.0
4.0,4639.0,5372,12314.0
4.0,4639.0,5376,12318.0
4.0,4639.0,5377,12319.0
4.0,4645.0,4742,6190.0
4.0,4645.0,4742,7768.0
4.0,4645.0,4742,7842.0
4.0,4645.0,4742,7844.0
4.0,4942.0,5115,2655.0
4.0,4942.0,5115,2657.0
4.0,4942.0,5115,2658.0
4.0,4942.0,5115,4339.0
4.0,4942.0,5115,4340.0
4.0,4942.0,5115,4341.0
4.0,4942.0,5115,4342.0
4.0,4942.0,5115,4343.0
4.0,4942.0,5115,4344.0
4.0,4942.0,5115,4345.0
4.0,4942.0,5115,7508.0
4.0,4942.0,5115,7509.0
4.0,4942.0,5115,7848.0
4.0,4942.0,5115,8508.0
4.0,5109.0,5367,12310.0
4.0,5110.0,5369,12311.0
5.0,11.0,11,94.0
5.0,11.0,11,4488.0
5.0,11.0,11,4489.0
5.0,11.0,11,7616.0
5.0,11.0,11,7629.0
5.0,12.0,12,79.0
5.0,12.0,12,80.0
5.0,12.0,12,82.0
5.0,12.0,12,86.0
5.0,12.0,12,89.0
5.0,12.0,12,95.0
5.0,12.0,12,96.0
5.0,12.0,12,97.0
5.0,12.0,12,98.0
5.0,12.0,12,99.0
5.0,12.0,12,102.0
5.0,12.0,12,103.0
5.0,12.0,12,104.0
5.0,12.0,12,105.0
5.0,12.0,12,106.0
5.0,12.0,12,107.0
5.0,12.0,12,126.0
5.0,12.0,12,463.0
5.0,12.0,12,656.0
5.0,12.0,12,757.0
5.0,12.0,12,816.0
5.0,12.0,12,994.0
5.0,12.0,12,1005.0
5.0,12.0,12,1127.0
5.0,12.0,12,1141.0
5.0,12.0,12,1398.0
5.0,12.0,12,1405.0
5.0,12.0,12,1406.0
5.0,12.0,12,1408.0
5.0,12.0,12,1409.0
5.0,12.0,12,1410.0
5.0,12.0,12,1413.0
5.0,12.0,12,1414.0
5.0,12.0,12,1421.0
5.0,12.0,12,1428.0
5.0,12.0,12,1430.0
5.0,12.0,12,1552.0
5.0,12.0,12,1579.0
5.0,12.0,12,1589.0
5.0,12.0,12,1591.0
5.0,12.0,12,1698.0
5.0,12.0,12,1699.0
5.0,12.0,12,1749.0
5.0,12.0,12,1902.0
5.0,12.0,12,1940.0
5.0,12.0,12,2115.0
5.0,12.0,12,2116.0
5.0,12.0,12,2117.0
5.0,12.0,12,2118.0
5.0,12.0,12,2119.0
5.0,12.0,12,2120.0
5.0,12.0,12,2121.0
5.0,12.0,12,2122.0
5.0,12.0,12,2123.0
5.0,12.0,12,2124.0
5.0,12.0,12,2125.0
5.0,12.0,12,2126.0
5.0,12.0,12,2127.0
5.0,12.0,12,2128.0
5.0,12.0,12,2129.0
5.0,12.0,12,2130.0
5.0,12.0,12,2131.0
5.0,12.0,12,2132.0
5.0,12.0,12,2133.0
5.0,12.0,12,2134.0
5.0,12.0,12,2135.0
5.0,12.0,12,2136.0
5.0,12.0,12,2137.0
5.0,12.0,12,2138.0
5.0,12.0,12,2139.0
5.0,12.0,12,2140.0
5.0,12.0,12,2141.0
5.0,12.0,12,2142.0
5.0,12.0,12,2143.0
5.0,12.0,12,2144.0
5.0,12.0,12,2145.0
5.0,12.0,12,2146.0
5.0,12.0,12,2362.0
5.0,12.0,12,2503.0
5.0,12.0,12,2504.0
5.0,12.0,12,2894.0
5.0,12.0,12,3017.0
5.0,12.0,12,3736.0
5.0,12.0,12,3737.0
5.0,12.0,12,3738.0
5.0,12.0,12,3739.0
5.0,12.0,12,3740.0
5.0,12.0,12,3741.0
5.0,12.0,12,3742.0
5.0,12.0,12,3743.0
5.0,12.0,12,3744.0
5.0,12.0,12,3745.0
5.0,12.0,12,3746.0
5.0,12.0,12,3747.0
5.0,12.0,12,3748.0
5.0,12.0,12,3749.0
5.0,12.0,12,3750.0
5.0,12.0,12,3751.0
5.0,12.0,12,3752.0
5.0,12.0,12,3753.0
5.0,12.0,12,3754.0
5.0,12.0,12,3755.0
5.0,12.0,12,3756.0
5.0,12.0,12,3757.0
5.0,12.0,12,3758.0
5.0,12.0,12,3759.0
5.0,12.0,12,3760.0
5.0,12.0,12,3761.0
5.0,12.0,12,3762.0
5.0,12.0,12,3763.0
5.0,12.0,12,3764.0
5.0,12.0,12,3765.0
5.0,12.0,12,3766.0
5.0,12.0,12,3767.0
5.0,12.0,12,3768.0
5.0,12.0,12,3769.0
5.0,12.0,12,3770.0
5.0,12.0,12,3771.0
5.0,12.0,12,3772.0
5.0,12.0,12,3773.0
5.0,12.0,12,3774.0
5.0,12.0,12,3775.0
5.0,12.0,12,3776.0
5.0,12.0,12,3777.0
5.0,12.0,12,3778.0
